inertia_multiplier,window,uniform_mean_abs_hz,best_mean_abs_hz,delta_mean_abs_hz,reduction_mean_abs_hz,uniform_share_abs_gt_0p036,best_share_abs_gt_0p036,delta_share_abs_gt_0p036,reduction_share_abs_gt_0p036,uniform_share_abs_gt_0p05,best_share_abs_gt_0p05,delta_share_abs_gt_0p05,reduction_share_abs_gt_0p05,uniform_max_abs_hz,best_max_abs_hz,delta_max_abs_hz,reduction_max_abs_hz,uniform_edge_mass_36,best_edge_mass_36,delta_edge_mass_36,reduction_edge_mass_36
0.5,h11d2_h11d3,0.0350279722761685,0.0290533099550209,-0.005974662321147604,17.05683182012937,0.57,0.2844444444444444,-0.28555555555555556,50.097465886939574,0.1,0.0166666666666666,-0.0833333333333334,83.3333333333334,0.0647561982059197,0.0579189681602421,-0.0068372300456776,10.558417935431814,0.2966666666666667,0.2722222222222222,-0.02444444444444449,8.23970037453185
1.0,h11d2_h11d3,0.0352995330323431,0.0291195318643658,-0.006180001167977303,17.507317058032733,0.5955555555555555,0.2922222222222222,-0.3033333333333333,50.93283582089552,0.0788888888888888,0.0155555555555555,-0.0633333333333333,80.28169014084511,0.0616994704076745,0.0543776391843109,-0.007321831223363599,11.866927179415258,0.2544444444444444,0.2877777777777778,0.03333333333333338,-13.100436681222726
1.25,h11d2_h11d3,0.0353882433819032,0.0292301334234311,-0.006158109958472102,17.40157004125621,0.6,0.2988888888888888,-0.30111111111111116,50.1851851851852,0.0688888888888888,0.0044444444444444,-0.0644444444444444,93.54838709677425,0.0592660797735744,0.0517561313852921,-0.007509948388282298,12.671579454848366,0.2522222222222222,0.3233333333333333,0.07111111111111112,-28.193832599118952
0.5,h20d3_h21d0,0.0286376208096832,0.0250106786545143,-0.003626942155168903,12.66495627996628,0.3811111111111111,0.2322222222222222,-0.14888888888888893,39.06705539358602,0.0566666666666666,0.0266666666666666,-0.030000000000000002,52.9411764705883,0.0673179621892039,0.0618679299493041,-0.005450032239899795,8.095955466658262,0.2,0.1844444444444444,-0.0155555555555556,7.7777777777778
1.0,h20d3_h21d0,0.0279560651886228,0.0243404174439548,-0.0036156477446680005,12.933321339297244,0.3544444444444444,0.1955555555555555,-0.15888888888888889,44.827586206896555,0.0411111111111111,0.0144444444444444,-0.0266666666666667,64.86486486486497,0.0617440640100319,0.0571426975351885,-0.004601366474843403,7.452322014462465,0.1911111111111111,0.1733333333333333,-0.01777777777777778,9.302325581395351
1.25,h20d3_h21d0,0.0278803326242564,0.024335845932791,-0.0035444866914654018,12.713215223198713,0.3588888888888888,0.1977777777777777,-0.16111111111111112,44.891640866873075,0.03,0.0111111111111111,-0.0188888888888889,62.962962962963,0.0599743447521139,0.055162685945429,-0.004811658806684896,8.022861819620465,0.2066666666666666,0.2044444444444444,-0.0022222222222222088,1.075268817204295
0.5,h7d3_h8d2,0.0271236180753322,0.0239229670219647,-0.0032006510533675,11.8002364009039,0.3466666666666667,0.2433333333333333,-0.10333333333333339,29.807692307692324,0.0766666666666666,0.0288888888888888,-0.04777777777777781,62.31884057971023,0.0752312759176554,0.068779246241819,-0.006452029675836399,8.576259803035224,0.1455555555555555,0.1466666666666666,0.0011111111111111183,-0.7633587786259595
1.0,h7d3_h8d2,0.0256753636732022,0.0223929631110667,-0.003282400562135499,12.784241749850636,0.3144444444444444,0.2133333333333333,-0.10111111111111112,32.15547703180213,0.0644444444444444,0.0255555555555555,-0.0388888888888889,60.34482758620696,0.0664102766360108,0.0614513278596451,-0.004958948776365706,7.467140670931535,0.1588888888888888,0.1455555555555555,-0.013333333333333308,8.391608391608381
1.25,h7d3_h8d2,0.02540820234686,0.0224944230887859,-0.002913779258074102,11.467868597300402,0.3211111111111111,0.2233333333333333,-0.09777777777777782,30.44982698961939,0.0566666666666666,0.0188888888888888,-0.0377777777777778,66.66666666666679,0.0617649206006265,0.0566743034679362,-0.005090617132690302,8.241922896017883,0.1355555555555555,0.1555555555555555,0.01999999999999999,-14.754098360655735
